ID,Modulo,"Requerimiento funcional","Escenario de prueba",Precondiciones,"Pasos ejecutados","Resultado esperado","Resultado obtenido",Estatus
F-023,Proveedores,"Validacion EFOS en registro","Proveedor limpio","Ambiente de QA disponible; usuario con acceso al modulo Proveedores; flujo Validacion EFOS en registro habilitado; nivel de prueba Feature HTTP + Rule disponible.","Ingresar al modulo Proveedores -> Abrir el flujo Validacion EFOS en registro -> Ejecutar el escenario proveedor limpio -> Validar respuesta del sistema y evidencia generada","El sistema cumple correctamente con el escenario evaluado: proveedor limpio.","Pendiente de ejecucion.",
F-023,Proveedores,"Validacion EFOS en registro","Proveedor Presunto","Ambiente de QA disponible; usuario con acceso al modulo Proveedores; flujo Validacion EFOS en registro habilitado; nivel de prueba Feature HTTP + Rule disponible.","Ingresar al modulo Proveedores -> Abrir el flujo Validacion EFOS en registro -> Ejecutar el escenario proveedor Presunto -> Validar respuesta del sistema y evidencia generada","El sistema cumple correctamente con el escenario evaluado: proveedor Presunto.","Pendiente de ejecucion.",
F-023,Proveedores,"Validacion EFOS en registro","Proveedor Definitivo","Ambiente de QA disponible; usuario con acceso al modulo Proveedores; flujo Validacion EFOS en registro habilitado; nivel de prueba Feature HTTP + Rule disponible.","Ingresar al modulo Proveedores -> Abrir el flujo Validacion EFOS en registro -> Ejecutar el escenario proveedor Definitivo -> Validar respuesta del sistema y evidencia generada","El sistema cumple correctamente con el escenario evaluado: proveedor Definitivo.","Pendiente de ejecucion.",
F-023,Proveedores,"Validacion EFOS en registro","Mensaje funcional esperado","Ambiente de QA disponible; usuario con acceso al modulo Proveedores; flujo Validacion EFOS en registro habilitado; nivel de prueba Feature HTTP + Rule disponible.","Ingresar al modulo Proveedores -> Abrir el flujo Validacion EFOS en registro -> Ejecutar el escenario mensaje funcional esperado -> Validar respuesta del sistema y evidencia generada","El sistema cumple correctamente con el escenario evaluado: mensaje funcional esperado.","Pendiente de ejecucion.",
F-024,Proveedores,"REPSE condicionado","Captura obligatoria cuando proveedor es especializado","Ambiente de QA disponible; usuario con acceso al modulo Proveedores; flujo REPSE condicionado habilitado; nivel de prueba UI + Feature HTTP disponible.","Ingresar al modulo Proveedores -> Abrir el flujo REPSE condicionado -> Ejecutar el escenario captura obligatoria cuando proveedor es especializado -> Validar respuesta del sistema y evidencia generada","El sistema cumple correctamente con el escenario evaluado: captura obligatoria cuando proveedor es especializado.","Pendiente de ejecucion.",
F-024,Proveedores,"REPSE condicionado","No requerida cuando no aplica","Ambiente de QA disponible; usuario con acceso al modulo Proveedores; flujo REPSE condicionado habilitado; nivel de prueba UI + Feature HTTP disponible.","Ingresar al modulo Proveedores -> Abrir el flujo REPSE condicionado -> Ejecutar el escenario no requerida cuando no aplica -> Validar respuesta del sistema y evidencia generada","El sistema cumple correctamente con el escenario evaluado: no requerida cuando no aplica.","Pendiente de ejecucion.",
F-024,Proveedores,"REPSE condicionado","Edicion posterior","Ambiente de QA disponible; usuario con acceso al modulo Proveedores; flujo REPSE condicionado habilitado; nivel de prueba UI + Feature HTTP disponible.","Ingresar al modulo Proveedores -> Abrir el flujo REPSE condicionado -> Ejecutar el escenario edicion posterior -> Validar respuesta del sistema y evidencia generada","La actualizacion se aplica correctamente y los cambios quedan reflejados sin inconsistencias.","Pendiente de ejecucion.",
F-025,Proveedores,"Duplicidad de proveedor","Rechazo por email duplicado","Ambiente de QA disponible; usuario con acceso al modulo Proveedores; flujo Duplicidad de proveedor habilitado; nivel de prueba Feature HTTP disponible; correo de prueba configurado.","Ingresar al modulo Proveedores -> Abrir el flujo Duplicidad de proveedor -> Ejecutar el escenario rechazo por email duplicado -> Validar respuesta del sistema y evidencia generada","El sistema rechaza la accion indicada, conserva la integridad del flujo y muestra el mensaje o validacion correspondiente.","Pendiente de ejecucion.",
F-025,Proveedores,"Duplicidad de proveedor","Rechazo por RFC duplicado","Ambiente de QA disponible; usuario con acceso al modulo Proveedores; flujo Duplicidad de proveedor habilitado; nivel de prueba Feature HTTP disponible.","Ingresar al modulo Proveedores -> Abrir el flujo Duplicidad de proveedor -> Ejecutar el escenario rechazo por RFC duplicado -> Validar respuesta del sistema y evidencia generada","El sistema rechaza la accion indicada, conserva la integridad del flujo y muestra el mensaje o validacion correspondiente.","Pendiente de ejecucion.",
F-025,Proveedores,"Duplicidad de proveedor","Manejo de colisiones de company_name","Ambiente de QA disponible; usuario con acceso al modulo Proveedores; flujo Duplicidad de proveedor habilitado; nivel de prueba Feature HTTP disponible.","Ingresar al modulo Proveedores -> Abrir el flujo Duplicidad de proveedor -> Ejecutar el escenario manejo de colisiones de company_name -> Validar respuesta del sistema y evidencia generada","El sistema cumple correctamente con el escenario evaluado: manejo de colisiones de company_name.","Pendiente de ejecucion.",
F-026,Proveedores,"Notificacion a compradores por alta","Envio a usuarios buyer","Ambiente de QA disponible; usuario con acceso al modulo Proveedores; flujo Notificacion a compradores por alta habilitado; nivel de prueba Feature HTTP + Notification disponible.","Ingresar al modulo Proveedores -> Abrir el flujo Notificacion a compradores por alta -> Ejecutar el escenario envio a usuarios buyer -> Validar respuesta del sistema y evidencia generada","El sistema genera y entrega la notificacion esperada sin errores.","Pendiente de ejecucion.",
F-026,Proveedores,"Notificacion a compradores por alta","Contenido minimo","Ambiente de QA disponible; usuario con acceso al modulo Proveedores; flujo Notificacion a compradores por alta habilitado; nivel de prueba Feature HTTP + Notification disponible.","Ingresar al modulo Proveedores -> Abrir el flujo Notificacion a compradores por alta -> Ejecutar el escenario contenido minimo -> Validar respuesta del sistema y evidencia generada","El sistema cumple correctamente con el escenario evaluado: contenido minimo.","Pendiente de ejecucion.",
F-026,Proveedores,"Notificacion a compradores por alta","No envio a roles no destinatarios","Ambiente de QA disponible; usuario con acceso al modulo Proveedores; flujo Notificacion a compradores por alta habilitado; nivel de prueba Feature HTTP + Notification disponible.","Ingresar al modulo Proveedores -> Abrir el flujo Notificacion a compradores por alta -> Ejecutar el escenario no envio a roles no destinatarios -> Validar respuesta del sistema y evidencia generada","El sistema genera y entrega la notificacion esperada sin errores.","Pendiente de ejecucion.",
F-027,Proveedores,"Documentos del proveedor - upload","Carga exitosa","Ambiente de QA disponible; usuario con acceso al modulo Proveedores; flujo Documentos del proveedor - upload habilitado; nivel de prueba UI + Feature HTTP disponible.","Ingresar al modulo Proveedores -> Abrir el flujo Documentos del proveedor - upload -> Ejecutar el escenario carga exitosa -> Validar respuesta del sistema y evidencia generada","El sistema cumple correctamente con el escenario evaluado: carga exitosa.","Pendiente de ejecucion.",
F-027,Proveedores,"Documentos del proveedor - upload","Validacion de tipo/size","Ambiente de QA disponible; usuario con acceso al modulo Proveedores; flujo Documentos del proveedor - upload habilitado; nivel de prueba UI + Feature HTTP disponible.","Ingresar al modulo Proveedores -> Abrir el flujo Documentos del proveedor - upload -> Ejecutar el escenario validacion de tipo/size -> Validar respuesta del sistema y evidencia generada","El sistema cumple correctamente con el escenario evaluado: validacion de tipo/size.","Pendiente de ejecucion.",
F-027,Proveedores,"Documentos del proveedor - upload",Reemplazo,"Ambiente de QA disponible; usuario con acceso al modulo Proveedores; flujo Documentos del proveedor - upload habilitado; nivel de prueba UI + Feature HTTP disponible.","Ingresar al modulo Proveedores -> Abrir el flujo Documentos del proveedor - upload -> Ejecutar el escenario reemplazo -> Validar respuesta del sistema y evidencia generada","El sistema cumple correctamente con el escenario evaluado: reemplazo.","Pendiente de ejecucion.",
F-027,Proveedores,"Documentos del proveedor - upload","Multiples documentos","Ambiente de QA disponible; usuario con acceso al modulo Proveedores; flujo Documentos del proveedor - upload habilitado; nivel de prueba UI + Feature HTTP disponible.","Ingresar al modulo Proveedores -> Abrir el flujo Documentos del proveedor - upload -> Ejecutar el escenario multiples documentos -> Validar respuesta del sistema y evidencia generada","El sistema cumple correctamente con el escenario evaluado: multiples documentos.","Pendiente de ejecucion.",
F-027,Proveedores,"Documentos del proveedor - upload","Permisos por proveedor","Ambiente de QA disponible; usuario con acceso al modulo Proveedores; flujo Documentos del proveedor - upload habilitado; nivel de prueba UI + Feature HTTP disponible.","Ingresar al modulo Proveedores -> Abrir el flujo Documentos del proveedor - upload -> Ejecutar el escenario permisos por proveedor -> Validar respuesta del sistema y evidencia generada","El sistema cumple correctamente con el escenario evaluado: permisos por proveedor.","Pendiente de ejecucion.",
F-028,Proveedores,"Document review queue","Cola de pendientes","Ambiente de QA disponible; usuario con acceso al modulo Proveedores; flujo Document review queue habilitado; nivel de prueba UI + Feature HTTP disponible.","Ingresar al modulo Proveedores -> Abrir el flujo Document review queue -> Ejecutar el escenario cola de pendientes -> Validar respuesta del sistema y evidencia generada","El sistema cumple correctamente con el escenario evaluado: cola de pendientes.","Pendiente de ejecucion.",
F-028,Proveedores,"Document review queue",Filtros,"Ambiente de QA disponible; usuario con acceso al modulo Proveedores; flujo Document review queue habilitado; nivel de prueba UI + Feature HTTP disponible.","Ingresar al modulo Proveedores -> Abrir el flujo Document review queue -> Ejecutar el escenario filtros -> Validar respuesta del sistema y evidencia generada","El sistema cumple correctamente con el escenario evaluado: filtros.","Pendiente de ejecucion.",
F-028,Proveedores,"Document review queue","Acceso a detalle del supplier","Ambiente de QA disponible; usuario con acceso al modulo Proveedores; flujo Document review queue habilitado; nivel de prueba UI + Feature HTTP disponible.","Ingresar al modulo Proveedores -> Abrir el flujo Document review queue -> Ejecutar el escenario acceso a detalle del supplier -> Validar respuesta del sistema y evidencia generada","El sistema cumple correctamente con el escenario evaluado: acceso a detalle del supplier.","Pendiente de ejecucion.",
F-028,Proveedores,"Document review queue","Documentos visibles por estado","Ambiente de QA disponible; usuario con acceso al modulo Proveedores; flujo Document review queue habilitado; nivel de prueba UI + Feature HTTP disponible.","Ingresar al modulo Proveedores -> Abrir el flujo Document review queue -> Ejecutar el escenario documentos visibles por estado -> Validar respuesta del sistema y evidencia generada","El sistema cumple correctamente con el escenario evaluado: documentos visibles por estado.","Pendiente de ejecucion.",
F-029,Proveedores,"Aceptacion de documento","Aceptar documento pendiente","Ambiente de QA disponible; usuario con acceso al modulo Proveedores; flujo Aceptacion de documento habilitado; nivel de prueba Feature HTTP disponible.","Ingresar al modulo Proveedores -> Abrir el flujo Aceptacion de documento -> Ejecutar el escenario aceptar documento pendiente -> Validar respuesta del sistema y evidencia generada","El sistema cumple correctamente con el escenario evaluado: aceptar documento pendiente.","Pendiente de ejecucion.",
F-029,Proveedores,"Aceptacion de documento","Actualizacion de estado","Ambiente de QA disponible; usuario con acceso al modulo Proveedores; flujo Aceptacion de documento habilitado; nivel de prueba Feature HTTP disponible.","Ingresar al modulo Proveedores -> Abrir el flujo Aceptacion de documento -> Ejecutar el escenario actualizacion de estado -> Validar respuesta del sistema y evidencia generada","El sistema cumple correctamente con el escenario evaluado: actualizacion de estado.","Pendiente de ejecucion.",
